Object,Median UV NFD On-Off,Median UV NFD On-Off Unc,SDSS mjd,DESI mjd,Off spectrum 4000A flux,Redshift
150020.24+340038.9,0.0963644083082052,0.3101333293052133,53121,59348.45952607,6.617091682761351,0.73248
115546.03+523425.0,0.6451909003740978,0.3633668487227887,56396,59308.26450978,0.957081103180768,0.73064274
162501.32+421535.3,1.3920202769791523,0.4317386548528321,56076,59311.40505391,0.6035021605488381,0.7304096
163110.08+435320.0,0.4534008638558139,0.1343468894390875,56097,59311.40505389,3.718620966302355,0.73
133316.67+321800.6,0.3672795408753381,0.1075369615949723,58526,59292.39605585,3.0935575280471608,0.7302734851837158
154524.50+421535.5,0.3146100265547041,0.8567319596569468,57903,59339.39998687,0.256760728341168,1.1224122047424316
120842.20+565335.3,0.6271430820750291,0.094321224568048,53050,59307.33334728,4.474602541033805,1.121402
150209.84+321742.2,0.5824708567281193,0.2184481162642346,55273,59292.46147511,0.8337876584317211,1.119
162239.62+443407.6,0.3613388965401319,0.4083718685268484,57900,59311.4050539,0.5205618904443393,1.12
141811.08+520618.0,0.0839862094074254,0.1305659857549002,56726,59231.5316127,0.90678020473425,1.121
092852.16+313036.8,,,58430,59294.18947301,,1.7163937091827393
155733.58+434806.4,,,52764,59311.38455022,,1.7208259999999995
091639.26+311606.4,,,58155,59251.15305474,,1.7172386646270752
141929.16+001550.3,,,51615,59315.28830797,,1.722161
153807.06+423623.4,0.2334885212220437,0.1222377980182782,52466,59339.3999869,3.591658136566485,1.199211
121330.33+525618.6,0.2367311163149197,0.1482154736376245,52430,59309.26052946,3.3764710665495024,1.20329
022938.45-002437.5,0.1450927207892305,0.2736082124144247,56577,59220.10123117,0.5004905918226803,1.203
103406.80+315542.0,0.5147708873116325,0.7905039634902042,58485,59224.4697416,0.175620987354529,1.2044562101364136
114338.76+541535.0,0.1371852152606421,0.2797436397126104,57430,59308.25597081,0.8680620552261296,1.2019152641296391
122147.47+555655.4,0.0967837068044044,0.1223443892259125,56413,59307.32351869999,2.419302327846452,1.067
123925.26+533433.5,0.8796812918414567,0.3970676040639191,58172,59309.27937463,0.7447519529518484,1.065696120262146
123228.59+570509.2,4.94214334270486,1.765782899893943,58135,59307.3128032,0.1525384841336807,1.0673444271087646
122432.02+452954.4,0.5201071425283139,0.4274824408565238,56367,59335.3873082,0.7125717479951303,1.069
153837.03+435132.3,0.1486283960173694,0.3248962012273331,57901,59338.37569316,0.6961565662572494,1.0676562786102295
135929.42+225638.7,0.6955466632480134,0.1124214293300365,54529,59283.42881282,3.692726765004834,0.5489999999999999
150301.50+345923.5,0.1856698505393487,2.6146702879625208,58220,59348.45952605,0.8699492009392089,0.5496131
103442.44+064719.6,,,52636,59268.44834043,,0.550104
103535.38+331005.9,0.8922028091623191,0.1415404896257536,53436,59224.46974167,4.206927456304741,0.549941
113836.48+552524.7,0.1078120372996262,0.268382601360549,56683,59307.35829035,1.4729951626180164,0.551
143335.68+350133.1,0.259737641178079,0.0692025024431474,58223,59319.37051268,12.088546082417263,0.6182221174240112
113151.82+525653.7,0.0625929741273517,0.3530169472031076,57049,59307.39542858,1.1982244399818285,0.61956304
115226.45+562851.4,0.153094587933315,0.1741966120348157,56658,59307.35829042,2.179288000531897,0.616
115443.89+543842.3,0.3400642650527604,0.1764485142350504,56396,59307.35829046,2.261008739262065,0.6194987
162908.97+325204.7,0.1934845845822598,0.1266869028447945,58257,59293.50919863,2.1253047124318067,0.6198328733444214
142509.20+353527.5,0.1442979069586898,0.4083856308280824,58223,59315.3047105,1.043731996603295,0.4506641924381256
120554.96+562943.5,,,56429,59307.33334728,,0.446
160723.85+444701.9,0.2857513452758026,1.0590048182998704,56103,59318.40806933,0.3964079937253977,0.44617552
154548.42+432054.7,0.1454279363824945,0.1327084280718181,52782,59348.39990541,6.73212125277527,0.445832
123455.23+573242.2,0.2975692306252792,0.1482996913894718,56442,59307.31280332,4.350361817947136,0.45177516
013921.52+323909.7,0.0796241152124125,0.085120199061739,58108,59200.06640136,5.843922244349719,0.5405358076095581
083540.72+325122.7,0.1787870031835429,0.0854224968386749,52642,59293.17628307,7.239689253721083,0.540744
165052.00+355704.8,0.1710097391686426,0.2193653731179192,58250,59315.45878766,1.558279958180827,0.5384607315063477
145959.64+351104.8,0.0247184412202401,0.6002122839981655,55653,59348.45952601,4.10396209069407,0.5379999999999999
121908.03+551555.2,1.011788117070315,0.4954796873149341,56413,59307.32351873,0.7881897803277207,0.5375071
162618.85+433349.1,,,57905,59311.40505389,,1.5205971002578735
090617.42+321558.8,,,58158,59226.37565156,,1.5195355415344238
130834.48+314759.1,,,56362,59291.37345163,,1.519
122241.94+565759.6,0.0146760430723543,0.2272832628992888,58135,59309.26965078,1.7776001309176177,0.5109720826148987
142236.11+530923.1,0.0136943268520477,0.1331193721139947,57544,59318.3246625,2.803314233904273,0.511
142925.58+514528.1,0.0699253344277843,0.1141936495370633,56471,59344.33578234,3.648202377613448,0.508
155819.00+431328.1,0.2673255229212955,0.4765431760939239,57843,59322.48638648,0.8313062479012491,0.51168627
154153.28+313133.7,0.3225914033823986,0.1312147988299494,55739,59309.44088565,3.489057543086349,0.512
123931.55+620618.1,0.097258404694257,0.1260471026576256,52373,59311.2203846,2.874714081469819,1.195541
113854.03+550820.4,0.0596390546445372,0.1922950311237104,57430,59307.35829035,1.3003505947907743,1.1929272413253784
121048.50+003608.2,0.1201458241894981,0.0410372153098916,52023,59320.21766015,12.812838791246676,1.195894
155658.26+443137.0,0.1450437428724006,0.8023765235955577,57845,59312.38316145,0.2667152259703069,1.1969724893569946
103222.44+312029.5,0.3112130718085316,0.2441857193271622,58485,59224.4697416,0.875475271741267,0.4611279368400574
125030.19+622901.0,0.0130790330873527,0.1607824320922738,56444,59310.17592549,1.80586710381878,0.46112525
144158.34+142932.1,0.2386775802717004,0.1052171611243382,54234,59292.43727049,7.152743150110474,0.461
143010.90+515406.2,1.4419124383822162,0.2544070095446833,56416,59310.24440579,1.7549036290727729,0.46107298
122944.88+575845.2,1.210645167191041,0.5156366364150061,58135,59298.38235959,1.7240676040274696,0.46063116
160711.25+440343.7,0.1218621320579099,0.1989218852455837,57897,59311.38455030001,1.2268179934221943,1.144521951675415
101429.95+324919.5,0.0816395058911227,0.5814284368205822,58171,59279.3710628,0.3690643326813209,1.1457653045654297
113651.05+555245.2,0.9388293863144828,0.5040968920644031,57430,59307.35829040001,0.480765240549255,1.1468381881713867
122230.85+532721.5,0.0751094709515549,0.3454031857138067,57432,59307.32351864,0.7085194083354268,1.146651029586792
160923.77+424152.0,0.5046100348865099,0.2431735760086888,57896,59311.38455034,1.0514866783307488,1.1446034908294678
112352.91+532819.7,0.1618774959053117,0.2445179799136499,56637,59298.23741626,2.3973396495088632,0.3509345999999999
101558.32+331313.9,0.7327102401066983,0.172619333751709,53442,59218.46286913,4.396945791621011,0.350393
095902.76+021906.3,2.043425174374616,0.2996925809445915,52235,59330.13318200001,4.382423969075278,0.345653
095819.87+022903.5,0.2133159159990638,0.1194403350321219,51994,59310.11613136,6.542671238536552,0.345669
095044.76+364909.5,0.4664800636432575,0.2087236101319187,52999,59267.19240491,3.4727681510328003,0.345658
143236.82+345153.8,0.5501559269454461,0.4014617751004658,55269,59317.31244306,0.8842248965851955,0.601
023128.98+011250.1,1.4664865456053608,0.1495297420306462,56267,59225.15787282,1.7351751713188657,0.601
111807.97+502431.8,0.4555558171051446,0.3935867020558306,56390,59307.41167821,0.9603997291052856,0.605
120132.29+524248.4,0.1751595050333275,0.1642351172909726,57423,59308.26450975,2.7054875703387813,0.6051850914955139
162113.91+442553.5,-0.0113424527783468,0.0925112140592825,57905,59314.37318394,3.306456878078234,0.6056119000000001
105732.86+524147.5,,,57130,59287.3145432,,2.330927848815918
121234.41+573124.8,,,56429,59309.26965071,,2.337
122756.62+590951.5,0.1152361558154779,0.6760436670939385,56442,59307.31280326,0.4901718204020545,0.7979999999999999
143720.85+143059.6,0.4826420660929911,0.1117164217965027,56033,59292.43727050001,2.6265268565393987,0.7989055
161233.36+200521.4,0.1430368707556305,0.1303765366706852,55332,59292.47415035,2.482933646642215,0.7979999999999999
114101.17+495606.5,1.7814589568109738,0.4229766460429172,56412,59308.27622294,0.7082189362102987,0.7983416999999999
102457.93+332156.0,0.2029331283896214,0.1379258875019922,58466,59203.43642803,1.788847591608394,0.7987155914306641
161725.61+551950.7,0.6931733593672167,0.7507993786001607,58253,59334.41045548,1.597161425245144,0.2715283632278442
160213.13+432522.6,0.0360561481987331,0.2363251272014276,57897,59312.43383386,3.6932156960241977,0.2724273
142321.70+532242.7,0.7141947584052718,0.6777178481394959,57428,59310.24440576,1.921536939144221,0.27262047
121724.15+001226.0,1.4747153764878675,0.1285837484062084,52023,59339.14018722,8.732402051376337,0.272295
161222.79+543154.9,0.1930723358259834,0.4854064875685756,56485,59312.44117213,2.6392265809188937,0.273
150117.42+323823.9,0.0327400008685509,0.0931682076714353,53171,59292.46147514,5.76346730191788,0.598276
142352.63-004924.6,0.7704943239318434,0.2819176346262398,55604,59312.27203326,1.3469183300442895,0.598
075919.45+345128.7,0.2117850210383648,0.0917437813661794,57805,59226.33155373,3.0456911882742155,0.5979067087173462
160530.28+435131.0,0.0069148492717088,0.3042518106840257,57897,59312.38316146,1.0820676779573892,0.5974900126457214
130616.02+323206.7,0.424803860728439,0.3220750893377861,58485,59291.37345162,1.2778727018692595,0.5976267457008362
080054.00+391719.1,,,58055,59217.42208256,,0.19901298
120345.64+520656.3,,,57429,59301.30806156,,0.1993425190448761
142640.66+321151.9,,,53491,59292.41733232,,0.202222
142811.43+531514.0,,,56398,59318.32466255,,0.20295317
132507.81+054105.3,,,52375,59266.51094462,,0.206002
022330.17-054758.1,0.086787551509845,0.0930425922824207,56605,59198.17546592,4.151287700248047,0.3511672
140331.83+040455.1,1.652144079545227,0.4062969653524664,52045,59312.30703385,2.880332393913587,0.354564
160010.53+433952.7,0.8028548185289022,0.1959351952077659,52753,59312.43383380001,5.78477713592256,0.354328
122921.73+565945.9,0.9598939592517628,0.1396338792241286,58135,59307.31280321,8.70074410686124,0.35249662
095907.65+020820.6,0.1756267781635344,0.7256671436088866,55630,59317.11954016,1.486789294865304,0.354
161853.92+425059.8,0.6982526470136493,0.3965594991560823,57898,59313.44711683,0.5596135653568931,1.15468168258667
095918.70+020951.5,0.8552721575930531,0.2076610588624217,52235,59198.43399897,1.450679240864446,1.156536
165138.08+335637.4,0.3075496566795028,0.2285166254011276,58392,59312.45872127,0.8250880976878263,1.1552081108093262
090443.15+314607.4,0.1004538139018326,0.1048069516236668,58163,59226.37565156,1.9406622673024256,1.1548718214035034
122645.29+543117.3,0.2999150774639894,0.5493819771183257,57867,59309.2793745,0.4810079098064992,1.1549559831619265
142536.12-001702.2,,,55604,59346.28159296,,2.679
130318.80+241710.6,,,56076,59338.22263801,,2.678
113753.13+511422.0,,,57064,59308.27622289,,2.6836202144622803
081948.67+320904.6,0.3841095666316889,0.1398545453969349,52325,59220.32102506,2.6475058367413222,1.049351
115154.00+533648.2,0.3168762049947909,0.1213208460560248,52759,59309.22607515,4.94596640953071,1.050098
114503.48+535633.9,0.1230623202692715,0.1543396889786772,52734,59309.22607509,7.081743916127961,1.051775
153533.59+430208.0,0.1182443977514513,0.2263782260249536,57901,59339.3999869,1.256718040682527,1.0490475
155041.39+421353.6,,,56093,59341.48057365,,0.5374901999999999
110617.69+321355.0,0.5743467943401346,0.1796808308743976,56370,59290.26598616,1.794944934211142,0.537
143756.46+351937.0,0.1529020654093101,0.0568455700528904,58224,59311.33460283,9.583249376848654,0.5366312861442566
093211.68+315709.7,1.6780293040783671,0.2124230498076214,58145,59294.18947309999,4.393614245706723,0.5367543697357178
142515.99+525024.0,0.0430018782236355,0.3481344074400143,56448,59260.47124118,0.6997957988511836,0.537
161212.24+541535.2,0.2754442026041899,0.7285711086093896,58248,59336.30977083,1.091222609524152,0.3937442302703857
133052.54+330330.9,0.9112191535879274,0.0557435425695793,58526,59292.39605593,13.520948211740794,0.3991365432739258
151531.01+155529.7,0.0884721835734286,0.0757721077748869,54242,59291.40645601,12.002471995961224,0.3986
120729.36-003214.3,0.4902691023200022,0.155557074139118,55321,59310.21218783,2.815072350035654,0.399
162423.25+431245.8,0.1421212240359961,0.3443602061938556,57905,59311.40505391,1.3232463230835287,0.3936531
092616.16+314345.7,0.2153840763269102,0.6032554487186921,58430,59294.18947299,1.3082456855993403,0.5507499575614929
140407.03+055127.8,0.7976243925581752,0.1319718582590883,54176,59310.26609047,5.907371652535554,0.555
115529.67+534508.1,-0.0231126493859433,0.1954614756735984,56396,59307.34375237,2.445486866191241,0.555
131651.56+184504.1,-0.0061694263444717,0.1319645920866252,54506,59347.20926021,6.356927806742052,0.5547
082128.06+344331.0,0.1839953935456011,0.0449883247227257,52295,59254.20777399,22.77251643965636,0.555316
160724.56+544032.9,0.1119148655672613,0.2738662599874685,56430,59312.44117211,3.07396230199062,0.38749072
141528.24-010514.9,0.0568473927171873,0.165817905474454,51615,59337.33393299,4.351998852211494,0.379796
120948.90-005905.4,0.4325232667219234,0.1521476259823613,52023,59310.21218786,4.50391183802376,0.387968
115623.85+512433.0,0.2111319596969653,0.1354275507460676,57378,59301.30806158,8.900292097992317,0.37996235
130032.68+232107.8,0.265796257630548,0.0912209156626944,56066,59337.25565865,4.586932087076741,0.3879624
140003.44+041324.0,0.1522936707546292,0.4711126440153431,55677,59321.248103,0.9401462691615656,0.43837264
020237.34-051115.2,4.62311570283139,6.329491039216588,56660,59268.09847289,0.3427824188650901,0.434
141711.83+522011.9,0.2611762535642358,0.3053807333772205,56415,59310.24440573,1.683226511194254,0.43456894
123006.89+611531.9,0.8612285138312353,0.2296172500111177,56686,59310.17592544,1.885355410738618,0.43842402
142734.55+512226.7,0.0136559134505075,0.1224174945622995,57834,59310.24440581,5.58444184219624,0.4339931
143041.15+142044.3,,,56033,59292.43727046,,2.648
112542.48+522126.3,,,57127,59307.41167828,,2.668
150118.37+524745.2,0.4081873045076113,0.1351886235475703,56421,59346.41066954,1.7085784477563326,0.997
142542.91+545710.1,0.1276741286850814,0.259110827892128,57843,59260.47124125,0.6843091093273795,0.9954199194908142
134014.47+325439.5,0.0228430275454004,0.1500549034259267,58492,59292.39605595,1.5440962144454424,0.9938250184059144
122718.10+622500.8,0.1334637714636629,0.138393836384157,56686,59311.22038453,2.6868790978381814,0.994
165753.20+343145.7,,,52435,59317.45267139,,0.995478
160443.58+420856.4,0.1666691208187113,0.4177768470547995,56096,59319.40428313,0.9355714507657978,0.47104168
124719.38+612519.8,0.2447871545599176,0.3101961989005731,56444,59312.30033565,1.207445552419077,0.4708334
154206.04+442852.2,0.1196633094659412,0.3143171550898395,56101,59364.33578633,1.0876410441384912,0.47208524
164620.17+360101.2,0.9069307162005829,0.1536716125589319,52409,59324.43007864,5.889267910519401,0.472722
160419.21+415318.5,0.7728974774383123,0.2939565056307144,57896,59313.41259925,1.6116172810917613,0.47232673
160727.60+430639.5,,,57896,59311.38455034,,1.4176496267318726
142148.21+525104.3,1.2294100004237245,0.5254003217997936,56825,59314.25562997,0.4249769318522217,1.419
160833.97+421413.4,0.3689827711376385,0.8312180969025308,57896,59312.38316148,0.2201039967568624,1.4175060987472534
103227.43+084336.9,0.316329190770228,0.0724410955348377,52734,59268.44834048,11.160025298868018,0.686591
130821.28+270214.8,0.0881432860860604,0.2180058930161438,56101,59267.50019501,1.9525537569123743,0.6860398
081249.90+342044.0,0.326898126016314,0.2298254249430761,57749,59279.18690668,1.299014142357601,0.6862562298774719
115941.07-000320.0,0.7416405680741823,0.1003383038249164,51999,59336.16877543,8.611196203053645,0.689435
135656.85+061418.1,,,55688,59317.24384768,,0.6852590999999999
133003.78+332355.4,0.1072143233689871,0.1736424396934144,58526,59292.39605593,1.8871317573048263,0.5229645371437073
100056.53+011319.0,0.2765860034818923,0.039902174947331,52235,59198.43399897,14.460721635737366,0.520455
124606.72+280052.3,0.1458679441010024,0.1092554451451923,54205,59263.47785817,9.735825544684806,0.5195
155105.68+443351.5,0.0603118488963071,0.1235516209402496,52782,59346.36446123,9.155071336318764,0.5194810000000001
130927.08+312226.9,0.014399271570508,0.1695841891176212,56362,59291.37345163,1.8144324638030769,0.519
015529.30+054257.0,0.0582699765341784,0.4533640060093332,58133,59217.16862422,1.7583251094520769,0.36416772
081855.93+312712.3,0.5242978250694248,0.1089661838794298,52619,59220.32102506,7.514781300133034,0.357638
115928.65+272548.5,1.272848901462037,0.1693203573148987,53820,59283.31880649,5.372378437027338,0.357322
115306.94-004512.7,0.3069999072221772,0.1347812698684478,51943,59317.1272253,7.910233882362769,0.357307
142310.36-003244.2,0.3577505285815593,0.3341548858497358,51957,59325.31947482,4.115566761144751,0.36544
120508.33+560842.0,0.1976779635672644,0.1457839480428854,56429,59307.33334728,3.0768457398558104,0.459
142222.78+524354.0,0.0988591373705996,0.2991301488281049,56726,59311.26616104,1.1807922447828605,0.459
121325.41+571009.5,4.109836465429484,0.5109377267131032,52791,59309.2696507,1.5201775495705856,0.459383
161728.20+541119.9,,,56485,59321.46172224,,0.45900407
145900.98+331919.8,0.2816284354380408,0.215172813021724,53531,59348.45952606,19.69975248251352,0.494046
163034.00+441200.5,0.127931650830424,0.1389629194847501,52057,59319.42495961,5.473442782412404,0.491392
073648.65+390909.9,0.1080166947976909,0.2306711403549311,58054,59203.22569178,1.6880387561755577,0.49429643
122750.07+321823.9,0.3649165879030697,0.1099866007636407,56364,59291.35192348,3.4741077034568546,0.49421418
114916.55+560746.1,0.1679987637914781,0.2740979865732968,56425,59307.35829042,1.5395493555840316,0.49059814
143542.66+333404.1,0.1593251554018991,0.09723442041785,55269,59312.32080869,2.8714305808170653,0.705
075633.24+345036.0,0.0471213179702137,0.0820375771267795,57805,59226.33155371,5.152540674716257,0.7064653038978577
084606.72+220511.6,0.0902933235084722,0.3073275498027424,58485,59226.35471255,0.6250753079440363,0.7049817442893982
141526.07+000448.5,0.4396076536014981,0.1972513018854671,55635,59338.24905407,2.126325761915576,0.7070000000000001
142027.77+512718.5,0.1268937326663606,0.764331245687442,56415,59311.26616095,0.4297625780803556,0.7043512
123539.09+570345.5,0.5742477831745447,0.2298663984840308,56426,59307.31280332,2.0685910838080237,0.7181078000000001
132140.29+033310.1,0.1595477464141373,0.4303100099957033,55633,59266.51094459,1.4033238782278143,0.71738136
094302.85+325837.3,0.2307858235939484,0.1450257256719086,58223,59231.39937795,2.779108168920009,0.7180301547050476
113207.34+495311.0,0.1019177824504133,0.2185223037863652,56412,59307.41167835,1.5050695634483495,0.71603376
142240.36-010646.1,0.0770172391018265,0.0395522373325359,55333,59335.3327619,18.534253430006125,0.71758914
145906.59+324633.7,0.9737771797015744,0.177412297570894,55273,59292.44792872,1.759044773383056,0.5760000000000001
161858.55+424005.9,0.2516747289188818,0.2246275565323743,57900,59312.44716135,1.2179902076323008,0.5760000000000001
142845.03+521206.1,0.3654009905940892,0.0778036399400659,56449,59260.47124129,5.36120037716303,0.574
122922.39+581907.3,0.0225100724558867,0.2879813830347418,58135,59307.31280323,1.2813760772132752,0.5776356
120941.96-011502.5,0.3329217874538346,0.2339901260975445,55323,59320.21766009,1.5727091808748423,0.578
125238.03+610827.8,1.0098023136756835,0.2864452436863545,52320,59315.22105933,2.0880015848500197,0.605586
120233.48+514108.7,-0.0263831847067059,0.3288594336073224,56416,59308.26450980001,1.349837611897785,0.606
102017.31+334422.8,0.1792373217101343,0.3002761077531766,58171,59203.49443607,0.8518496013602188,0.6059651374816895
123032.50+585853.7,0.1409633225833916,0.1170486269189146,52401,59309.28877982,6.991180261446563,0.606468
143411.42-013421.7,0.1267351510592904,0.5462919209404485,55350,59315.36266145,0.5614280049177707,0.6061363816261292
102551.64+320327.8,0.8300301028979427,0.2911463260960498,58466,59223.47902764,0.6373700785564624,1.3882795572280884
163316.44+325124.2,0.257385574290268,0.1263541693264107,58257,59308.48025934,1.4003677854768886,1.3875046968460083
143712.03+343222.1,-0.0037201792021684,0.1683105591331917,58224,59312.32080867,1.415696776637792,1.387390375137329
145435.05+352816.4,0.663651786291871,1.992423341112345,58220,59351.30769314,0.4390414024321586,1.390626311302185
120618.63+575247.7,0.9929966100644771,0.1379118745895863,56420,59298.31417463,9.203936808804992,0.2568051
013029.30+311811.2,0.2847380485477012,0.0871890531502315,58138,59200.06640136,9.176050436839722,0.25633872
125557.14+260557.1,0.0829211828009744,0.7385939988494385,56334,59348.13804380001,1.9525810331994773,0.2563231
074045.80+331018.0,0.0379969212539243,0.1646259392234712,57749,59220.29517067,3.220841481530841,0.2547574043273926
140252.13+045932.6,,,52045,59337.30463636,,0.254062
111830.96+503956.4,,,52353,59298.21741072,,0.207702
165219.47+290319.1,,,53475,59348.2003316,,0.20787
161835.94+434702.4,0.570577475818926,0.3533955992226251,57900,59316.45961603,3.189289430622393,0.2090089321136474
143348.21+012937.6,,,52024,59318.34697072,,0.211272
100237.91+024700.7,0.1606153393582299,0.2320078688425668,55630,59310.11613145,2.941260403829805,0.21254762
114334.73+524727.9,0.8215150237470134,0.2574032319292494,57049,59307.38051695,0.8932481489328563,1.202005386352539
165000.32+335104.0,0.4619469252948277,0.375051867653242,58257,59311.41551935,0.3963343226586283,1.1995458602905271
133809.54+321003.6,1.1369959971814203,0.5248616409970546,58492,59293.38243462,0.4328317392104032,1.2001606225967407
141347.08+523525.6,0.2603501688312864,0.0481103959341399,57874,59231.53161266,3.0170711114619397,1.2
124146.59+585738.6,0.908360536489472,0.2096259013706944,56443,59308.28495255,2.0299442245959973,0.691
110221.37+331255.5,0.4692666127370503,0.1384158278172172,56369,59290.26598614,1.719682903309761,0.69
122036.89+442957.3,1.3694052655895184,0.4360819266239852,57785,59335.3873081,1.0443718841440843,0.6914431999999999
123953.14+530833.2,0.1712535511528757,0.2774118251255269,52379,59309.27937448,2.029628998223232,0.69179
112725.89+535604.8,0.4205147996358097,0.1495824456866551,52707,59264.47567212,4.14819539810714,0.581915
120724.67+532602.8,0.2217517105255264,0.2659783556029562,57429,59307.34375248,1.5919811775179205,0.5790629982948303
112645.65+521508.7,0.2193621254711741,0.1196328819658083,56637,59307.41167828,3.637200301333534,0.5820000000000001
141154.17+531119.4,0.1714116863012554,0.1314105454628875,56726,59312.25883457,3.3061884743569774,0.5820000000000001
074014.04+333934.0,0.2301713956234276,0.2030901367498165,57699,59220.29517067,1.2851051976500858,0.5795297026634216
125439.09+253350.3,,,56339,59337.25565871,,2.479
141444.91+315741.5,,,55623,59292.41733224,,2.479
163207.72+314002.5,0.1922351562851533,0.1028177178764159,58255,59308.48025930001,2.2829003774393763,0.99698007106781
123700.55+544715.3,0.2752644305855105,0.2509883092874799,56420,59307.32351873,2.1387526153508025,0.9986955
091915.55+315610.2,0.4552056408479425,0.3794743261909232,58426,59251.15305487,0.5712562356224954,0.996919810771942
092950.58+310824.3,-0.011171441148158,0.1201691681100807,58430,59294.18947301,5.073108210764181,0.9973021745681764
120118.20+573716.1,0.0540272479443909,0.4132118810522441,52790,59307.33334728,0.9256754580151212,0.999271
140932.85-002337.7,,,55635,59337.31196618,,2.23
160655.35+534016.8,,,52055,59314.50393521,,0.213925
022014.57-072859.3,,,52162,59220.16168222,,0.213878
160114.51+551303.9,0.1000830047420748,0.1596538317346797,57897,59319.41539240001,13.455142030530377,0.21458152
143211.35+515657.4,0.0608517629795792,0.0870622588649461,56471,59321.25580674,16.525647632246198,0.21876417
013917.93+212314.8,0.1952387175939648,0.1391106094686898,56935,59217.15573633,11.488526606634377,0.21924627
142907.62+353730.5,0.2066499303600372,0.5885307620661222,58223,59310.23480549,2.716005527205976,0.2357328534126281
161132.23+551210.2,1.296439907455032,0.229151235085976,56430,59325.3615905,6.946363587754792,0.22008799
142648.78+005323.2,,,51613,59342.34510434,,0.219829
154259.78+444111.8,,,52782,59338.41097765,,0.219575
143410.76-012341.7,0.5717678598035011,0.1501524647014173,52409,59337.39767617,2.9072549623268613,1.021017
145527.17+351306.7,0.1203643899287335,0.9081366816356812,53121,59348.45952603,1.4062883514507565,1.015509
124206.74+545626.9,0.4596485513352185,0.1257851084983471,52673,59309.2793746,4.456078493095669,1.019986
123706.87+621702.1,1.443259372095801,0.3915135855579492,56686,59311.22038456,0.6517446235770705,1.017
115211.18+000644.6,0.4446825026113721,0.1839051363869849,51943,59314.14272977,4.01841513641368,0.417728
172756.85+581205.9,0.0496512516270066,0.1238807224767212,52017,59314.41581073,5.930717650559171,0.414368
161836.95+553230.9,0.1852592763064238,0.2381998749977112,58248,59311.39483462,1.9547016761187856,0.4132781922817229
160227.45+153222.0,0.1054263183229763,0.1239396459932154,54538,59292.50187691,4.576432586320308,0.4175
141955.62+534007.1,0.4466755831565946,0.4833860474524563,57428,59318.3246625,1.967287642050235,0.41788805
