Object,W1 Z Score using Max Unc,Uncertainty in W1 Z Score using Max Unc,W1 Z Score using Min Unc,Uncertainty in W1 Z Score using Min Unc,W1 Flux Change,W1 Flux Change Unc,W1 Normalised Flux Change,W1 Normalised Flux Change Unc,W2 Z Score using Max Unc,Uncertainty in W2 Z Score using Max Unc,W2 Z Score using Min Unc,Uncertainty in W2 Z Score using Min Unc,W2 Flux Change,W2 Flux Change Unc,W2 Normalised Flux Change,W2 Normalised Flux Change Unc,Mean Z Score,Mean Z Score Unc,Mean Normalised Flux Change,Mean Normalised Flux Change Unc,W1 Gap,W2 Gap,W1 Epochs,W2 Epochs,W1 2nd lowest Flux,W2 2nd lowest Flux,W1 median_abs_dev of Flux,W1 Median Unc,W1 median_abs_dev of Uncs,W2 median_abs_dev of Flux,W2 Median Unc,W2 median_abs_dev of Uncs
114338.55+564817.9,1.878444483,1.112479954,-3.853581071,2.282224326,0.152285105,0.090188519,0.840771031,0.530648457,,,,,,,,,2.866012777,1.269464407,0.840771031,0.530648457,1459.259418,,20,8,0.181125537,,0.026563446,0.043001638,,,,
122523.45+580846.3,4.023616725,1.738328258,-2.829756756,1.222543415,0.147749235,0.06383229,0.357063632,0.160707535,3.824091818,1.742946281,-2.678804093,1.220946529,0.119945836,0.054668967,0.444109308,0.21539116,3.339067348,0.751871403,0.40058647,0.13436914,940.2092831,1654.979587,23,23,0.413789648,0.270081789,0.03578366,0.051022429,0.007885825,0.02459752,0.042109099,0.010743263
095209.81+331752.0,3.085678633,,,,0.141064981,,0.566030392,,2.794603252,,,,0.268978263,,1.405470457,,2.940140943,,0.985750425,,3844.528703,4748.447615,23,14,0.249218033,0.191379521,0.024298321,0.03949395,,0.050181072,0.074010147,
160344.93+450146.4,3.656142535,1.312089255,-4.304090675,1.544620067,0.17707636,0.063547848,0.394440005,0.146096216,2.382837995,,,,0.092240631,,0.341528511,,3.447690402,,0.367984258,,2921.87621,2356.556069,25,24,0.448931036,0.270081789,0.031509485,0.0515989,0.005439887,0.016155483,0.043490349,
112934.69+503103.4,10.18764061,1.293154209,-12.42535822,1.57719583,0.294085833,0.037329383,1.213093154,0.194261061,2.116084018,1.116605094,-4.259456879,2.247609836,0.306037833,0.16148858,1.396625321,0.867653699,7.247134932,0.808484361,1.304859238,0.44456729,930.3731987,1094.635942,23,18,0.242426422,0.219126654,0.038420401,0.049074416,0.01392067,0.029822406,0.06009398,
095656.19+021315.1,5.722567257,1.990218274,-3.325630478,1.156601618,0.162436789,0.056492943,0.58197522,0.226580347,2.553941769,1.240896237,-3.476042749,1.688921972,0.146025459,0.070950107,0.517050847,0.262731081,3.769545563,0.778258351,0.549513034,0.173469215,1981.828093,4748.751635,23,23,0.279112896,0.28241992,0.020492372,0.04154334,,0.028533741,0.049072132,
144102.63-013845.8,2.810201884,1.212546348,-4.097929741,1.768175366,0.200037505,0.086312214,0.290624156,0.12708112,4.580634765,2.145476436,-2.413178053,1.130283665,0.256098626,0.119951403,0.377843301,0.18660077,3.475486111,0.809217333,0.334233729,0.112882083,4176.747276,2385.884815,25,25,0.688303092,0.677790568,0.040503456,0.057536708,0.011336923,0.044248933,0.064841803,0.014992094
135652.64+040036.9,4.173977012,1.311810483,-4.916189134,1.545075218,0.261290663,0.082119243,0.296581543,0.09491225,3.976761905,1.801398244,-2.654104207,1.202259218,0.238015098,0.107816357,0.255451925,0.118298127,3.930258065,0.741559465,0.276016734,0.07583334,4178.403076,3286.467185,25,25,0.881007835,0.931741259,0.036699682,0.053149026,0.016070675,0.048930333,0.066870802,0.018977498
114302.72+550813.1,2.154670447,1.110738405,-4.456711451,2.297446729,0.149795698,0.077220085,0.70294267,0.37895114,2.224044382,,,,0.252037402,,1.279291713,,2.945142093,,0.991117191,,2743.996136,4906.565401,20,13,0.213098029,0.197013238,0.028257403,0.044649295,,0.027519993,0.064877108,
123401.05+623314.7,1.309713619,1.143742376,-2.35937861,2.060390346,0.093950659,0.082044921,0.375941495,0.33372112,3.72797171,1.147121108,-6.632951843,2.041002362,0.166837599,0.051337013,0.684224551,0.222056237,3.507503945,0.830471721,0.530083023,0.200423775,1078.26919,1826.659748,23,23,0.24990766,0.243834569,0.018506734,0.039062598,,0.023677434,0.038571804,0.005760183
123731.71+542544.3,1.405167094,1.281438522,-1.753605161,1.599195723,0.104776294,0.095550472,0.558834972,0.539848361,,,,,,,,,1.579386128,1.024635502,0.558834972,0.539848361,3115.477329,,10,5,0.187490582,,0.034859161,0.05987564,,,,
131244.36+272802.5,3.204635057,1.063392225,-8.860733757,2.940252234,0.201594095,0.066894854,0.93820569,0.326789434,3.104327713,,,,0.22355557,,0.978791655,,5.056565509,,0.958498673,,1462.115683,1286.610104,24,23,0.21487196,0.228399547,0.029328722,0.041492735,,0.032571255,0.0404546,
142741.21+332937.3,3.353962294,,,,0.155061607,,0.828942975,,1.524937791,,,,0.170519186,,0.816353131,,2.439450042,,0.822648053,,3809.683861,4540.581755,24,19,0.187059438,0.208879197,0.024320916,0.040115243,,0.035488055,0.058062331,
142030.56+513909.1,2.585021584,,,,0.180581608,,0.953441798,,,,,,,,,,2.585021584,,0.953441798,,3288.430383,,14,8,0.189399719,,0.038348314,0.061224967,,,,
165002.32+355533.7,1.939128367,1.393661358,-1.9976243,1.43570268,0.093835282,0.067439892,0.31462036,0.231484983,2.433343183,,,,0.135094118,,0.483883752,,2.123365283,,0.399252056,,2009.486527,4748.724974,23,23,0.298249237,0.279187135,0.01404541,0.04793732,0.011960417,0.020566148,0.04500237,
114639.33+565414.5,2.463651326,1.161137015,-4.17484576,1.967635555,0.091584643,0.043164517,0.361445926,0.173202467,2.675958571,1.49028576,-2.421754708,1.348715409,0.10391318,0.057870975,0.44012425,0.257833453,2.934052591,0.760748552,0.400785088,0.155303883,2381.429769,1826.526394,23,22,0.253384079,0.236099647,0.021140647,0.033541911,,0.021053856,0.040270748,
122133.20+330701.3,5.462088858,1.593906333,-4.400708864,1.284182281,0.268845594,0.078452531,0.63230017,0.205666696,2.929660541,1.342767112,-3.269287922,1.49843036,0.177301168,0.0812634,0.427578976,0.203797103,4.015436546,0.717546975,0.529939573,0.144768824,4540.636551,1303.797735,24,24,0.425186654,0.414662969,0.022942621,0.055146267,0.015079667,0.01925654,0.057720328,0.012737828
161501.19+424846.9,2.499222776,1.302805803,-2.992913849,1.560159249,0.107462079,0.056018303,0.339059189,0.180871926,2.944593805,1.060598481,-8.332931991,3.001397,0.157156006,0.056605234,0.577611103,0.211864434,4.192415605,0.944214387,0.458335146,0.139284953,2193.843478,1624.468481,24,24,0.316941944,0.272079268,0.014849954,0.047216142,0.006908459,0.018383954,0.043822898,0.00955786
095946.01+024743.5,1.033108101,1.209335192,-1.51912615,1.77825797,0.126906176,0.148553772,0.145513485,0.170904439,1.692615021,1.103672774,-3.62440514,2.363300116,0.183022263,0.119340007,0.233673016,0.153109914,1.967313603,0.845132166,0.18959325,0.114728999,3265.620601,364.3068674,23,23,0.872126569,0.783240897,0.028391333,0.073922059,0.019441735,0.020996789,0.069825506,0.029573458
141945.05+512241.4,3.376487445,2.326231379,-1.607604679,1.107559412,0.10451138,0.072003126,0.388672607,0.283785729,2.890395883,,,,0.184529758,,0.930188432,,2.624829335,,0.65943052,,3444.359384,3653.732416,24,23,0.268893093,0.1983789,0.019979492,0.046017521,,0.018597489,0.038817256,
132550.58+192809.7,4.740679572,1.098679343,-10.41728228,2.414264175,0.329407251,0.076341996,0.220675177,0.051355922,5.331783013,2.001110869,-3.076028526,1.154486989,0.480619499,0.180384854,0.291813894,0.112967376,5.891443348,0.879383759,0.256244535,0.062046472,3074.908486,1650.338129,25,25,1.492724536,1.647006907,0.04929306,0.071870814,0.012907364,0.025768518,0.07781468,0.01708083
153722.08+425656.6,2.542207166,,,,0.146063061,,0.742610218,,1.519527983,,,,0.134524475,,0.749041605,,2.030867575,,0.745825912,,2179.486637,2543.304493,22,10,0.19668873,0.179595465,0.022182515,0.038488314,,0.030848866,0.064594624,
115634.41+524502.1,3.823738217,1.271043997,-4.873662837,1.620048115,0.137614201,0.045744163,0.481153701,0.166844685,4.769660444,1.132507791,-8.972664782,2.130468801,0.16485202,0.03914245,0.826416119,0.210469896,5.60993157,0.79299984,0.65378491,0.134289544,2346.477812,2543.059232,23,19,0.286008817,0.199478224,0.020168062,0.040254781,0.01096062,0.031696222,0.04475403,0.013127335
162510.77+325758.8,3.072413299,1.266941114,-3.949587891,1.628653047,0.115023972,0.047431314,0.425606642,0.181396897,1.682332874,1.016865342,-9.121702588,5.513500547,0.205602215,0.124273722,1.008166866,0.619477671,4.456509163,1.493535109,0.716886754,0.322745031,1826.683742,5276.502596,24,24,0.270258875,0.203936692,0.023254908,0.047478298,,0.016832321,0.04072852,
121550.25+553750.4,6.57032442,1.128334534,-12.57173156,2.158967802,0.456708892,0.078431502,0.492107409,0.086678134,7.361271797,1.501892106,-6.569213585,1.340291501,0.32713546,0.066744196,0.544543161,0.119920672,8.26813534,0.790029351,0.518325285,0.073983219,2711.154663,2025.45425,23,23,0.928067497,0.600752122,0.10463297,0.066502924,0.01839839,0.07135592,0.053909738,0.013554492
144939.94+350619.8,2.929304721,,,,0.208293651,,1.122267657,,1.21433122,,,,0.112288763,,0.587815152,,2.07181797,,0.855041405,,3082.696171,3473.925715,22,9,0.18560069,0.191027337,0.029283128,0.049682192,,0.024727465,0.080743159,
120343.71+545658.8,5.478932595,2.030310413,-3.100761434,1.149039182,0.210148778,0.077874156,0.362699752,0.140941408,5.10294293,1.500842057,-4.55960461,1.341039172,0.216262017,0.063605479,0.495547151,0.155379334,4.560560392,0.770282592,0.429123452,0.104889487,4001.597343,2348.582365,23,23,0.579401494,0.436410574,0.0476367,0.05504709,0.012726192,0.030631661,0.04799053,0.005890802
083901.00+232352.4,2.257405241,1.456555922,-2.131568097,1.375361445,0.156264693,0.100827384,0.551672612,0.383525814,2.99590457,1.163380653,-5.039195307,1.956838808,0.207361252,0.080523282,0.755495957,0.314482809,3.106018304,0.758116371,0.653584285,0.247987644,367.0374976,2710.27956,23,18,0.28325621,0.274470366,0.028369109,0.04099525,0.010296171,0.026600664,0.066778284,
101912.60+325318.1,2.829290041,,,,0.119757882,,0.632302321,,,,,,,,,,2.829290041,,0.632302321,,2190.938955,,13,4,0.189399719,,0.036597784,0.057538739,,,,
160354.11+422218.6,5.010670669,2.172164329,-2.598506276,1.126472486,0.157651647,0.068343203,0.382929671,0.175332228,3.110491364,1.207978383,-4.590103655,1.782594883,0.207798656,0.080699881,0.718699412,0.300942436,3.827442991,0.814865573,0.550814541,0.174146303,933.541172,1621.504769,24,24,0.411698699,0.289131524,0.041018519,0.05659123,0.005600206,0.025287822,0.049857133,0.006519729
122716.20+543434.0,2.890512597,1.461976382,-2.710335406,1.370845557,0.159468415,0.080656648,0.501759077,0.270247607,3.817857843,1.400986606,-3.890988541,1.427822369,0.111808512,0.041028827,0.448104757,0.172342613,3.327423597,0.707903272,0.474931917,0.160262086,2557.481165,889.2326982,23,23,0.317818695,0.249514228,0.018666482,0.055169597,0.013753359,0.01777817,0.037282436,
150238.58+330005.7,6.640317724,1.192612497,-10.21799503,1.835169501,0.591750086,0.106279334,0.282331123,0.05130372,8.687607321,3.236847708,-2.822022989,1.051435488,0.347988888,0.12965446,0.192340195,0.072851712,7.091985765,1.011585122,0.237335659,0.044551778,3446.515229,3288.716162,25,25,2.095943513,1.809236432,0.078357439,0.071703297,0.017224686,0.052406389,0.068521959,0.018848172
093053.11+314745.2,3.650924868,2.056573591,-2.03158778,1.144397633,0.196511325,0.110695239,0.462176404,0.280774844,2.01615548,,,,0.126351688,,0.446771714,,2.566222709,,0.454474059,,1095.279202,3841.890904,23,23,0.425186841,0.282810401,0.043724095,0.05621895,0.012872443,0.023896744,0.049991101,
151119.76+322021.5,2.463746396,1.231772791,-3.42562475,1.712672768,0.12833381,0.064161675,0.221799896,0.11181695,1.41109646,1.037805896,-5.083882774,3.738995643,0.134822246,0.099156454,0.492794987,0.365565641,3.096087595,1.1041864,0.357297441,0.191142138,367.2481776,2178.23504,22,20,0.578601759,0.273586886,0.029579029,0.047312644,0.013311898,0.01893256,0.054029111,0.012904541
161251.11+542252.6,2.461759261,1.143208732,-4.443534899,2.063519361,0.317427731,0.147409277,0.175980819,0.082019833,7.91410073,4.313946377,-1.885906908,1.028000723,0.363613199,0.19820418,0.206701905,0.114927524,4.17632545,1.255785541,0.191341362,0.070596722,530.5389373,5272.872473,25,25,1.803763237,1.759118758,0.054801311,0.070010139,0.014638037,0.043764527,0.068015932,0.014271371
080934.31+335238.2,6.833947769,1.179911764,-10.91245378,1.884084138,0.360815898,0.062296485,0.683448802,0.125524282,1.928738056,1.195309185,-2.945534191,1.825454764,0.251725264,0.15600331,0.599558366,0.391096432,5.65516845,0.778741531,0.641503584,0.205373297,1662.086913,1295.189724,22,22,0.527934055,0.419851141,0.093679083,0.052252759,0.011239817,0.049187949,0.060321748,0.017577489
160235.49+430814.0,3.272924383,1.758702028,-2.262288314,1.215637937,0.126582081,0.068018731,0.566751345,0.336014562,2.221551467,1.113324762,-4.539529582,2.274973489,0.312615401,0.156666398,1.484276702,0.888158477,3.074073436,0.828621024,1.025514024,0.474797658,1094.907168,161.6949926,22,16,0.223346768,0.210618007,0.021743261,0.038723742,0.006254242,0.049633756,0.075598878,0.013980255
155738.01+421628.1,2.178156927,1.290312826,-2.671213811,1.582393536,0.161872443,0.095891204,0.466222484,0.287922353,2.817636957,1.357807309,-3.067653308,1.478289129,0.151505558,0.073009886,0.517050847,0.263965672,2.683665251,0.715797454,0.491636665,0.195305631,1826.757171,526.0162315,25,25,0.347199993,0.293018682,0.031145116,0.058420393,0.010807082,0.020031389,0.049719962,
132229.23+194052.7,6.593159292,1.154459549,-11.42923112,2.001253787,1.019072278,0.178439147,0.757923151,0.141910815,9.675196481,2.068963038,-5.341738455,1.142287854,0.618478686,0.132256698,0.472312606,0.109293539,8.259831337,0.826257495,0.615117878,0.089559696,3086.928943,3086.994459,24,24,1.344558848,1.309468937,0.232197833,0.082516209,0.012244414,0.130328817,0.070852143,0.018280265
090952.01+315503.2,5.979777916,1.52760056,-5.178192716,1.322826735,0.205179781,0.05241545,0.369619473,0.098040109,6.131706516,3.256792077,-1.978310094,1.05075881,0.142816117,0.075855293,0.320687351,0.178085806,4.816996811,0.993548651,0.345153412,0.1016445,4363.633965,2712.71983,23,23,0.555110854,0.445343779,0.036280181,0.060518851,0.014230904,0.035001912,0.047336131,0.015499349
140512.89+000502.1,4.234331751,1.056599888,-12.41086899,3.096904909,0.431418414,0.107652559,0.382929671,0.096280772,3.193706103,1.403099256,-3.244913286,1.425596241,0.299051654,0.131383145,0.376574332,0.171116016,5.770955033,0.958782936,0.379752002,0.098171633,731.8580491,3446.298767,25,25,1.126625714,0.794137115,0.08557224,0.060947665,,0.042777478,0.082618236,
142022.71+515158.5,2.029932209,,,,0.133525437,,0.669552127,,1.87670542,,,,0.270871338,,1.318462323,,1.953318815,,0.994007225,,5096.833972,3081.875359,24,18,0.199425006,0.205444883,0.013176956,0.035368814,,0.051564932,0.071008741,
142931.58+012123.5,5.281317053,1.340096446,-5.920035556,1.5021667,0.183339642,0.046521123,0.527566112,0.141881922,2.510210591,1.192619499,-3.862588097,1.835143989,0.176788401,0.083993468,0.5958794,0.297657155,4.393537824,0.74340677,0.561722756,0.16487136,1095.332178,2748.08709,25,24,0.347519748,0.296684868,0.036611948,0.058439751,0.010635504,0.04246707,0.049538042,0.009161744
120015.01-012541.9,2.204927283,1.563527616,-1.834499803,1.300855191,0.117332436,0.083201159,0.566028329,0.437724201,,,,,,,,,2.019713543,1.016961508,0.566028329,0.437724201,888.4419155,,11,3,0.207290749,,0.019759121,0.064933322,0.006111284,,,
160629.01+440654.6,3.176899093,,,,0.147830995,,0.944464635,,3.249653229,,,,0.299150897,,1.713937572,,3.213276161,,1.329201104,,3813.283696,3634.710137,25,23,0.15652359,0.174540136,0.021608376,0.034288178,,0.033563178,0.065119792,
120841.59+572252.7,3.755894771,1.177091843,-6.048891055,1.895713472,0.199574307,0.062546291,0.73540279,0.247208539,3.265695144,,,,0.143232431,,0.688883591,,4.35682699,,0.712143191,,1095.348116,4730.29392,23,22,0.271380949,0.207919645,0.022910813,0.034337412,0.009006648,0.020275958,0.046041434,
121105.69+445944.3,5.072751642,1.497056259,-4.55330417,1.343758376,0.227308547,0.067082662,0.436150189,0.135325695,5.580547133,,,,0.226454981,,0.860372515,,5.068867649,,0.648261352,,5094.648361,4904.573821,23,23,0.521170352,0.263205736,0.031171316,0.04992167,0.017278008,0.02002633,0.04213442,
113253.60+530338.5,3.424574187,1.114732695,-6.952407866,2.263077373,0.337552575,0.109876694,0.384203891,0.126851629,8.969769429,1.249077642,-11.98427268,1.668859739,0.217354223,0.030267478,0.381656624,0.054519373,7.832756041,0.818131864,0.382930258,0.069035675,5097.62994,4730.36611,23,23,0.87857667,0.569502033,0.035259366,0.061210877,0.015093645,0.021921081,0.05804852,0.006529505
013332.08+245953.1,5.839259713,,,,0.477100616,,0.409289343,,9.885060304,,,,0.493548386,,0.52897427,,7.862160009,,0.469131806,,4570.886132,4731.223752,25,25,1.165680524,0.933029099,0.049722035,0.077305564,,0.057871707,0.06247772,
111802.18+541840.6,3.625737966,1.815132449,-2.393497107,1.198242759,0.222480313,0.111379046,0.279970203,0.143934891,2.850014056,1.156616916,-4.903895021,1.990140337,0.283713743,0.115139121,0.635308813,0.270644878,3.443286037,0.791711468,0.457639508,0.153269291,4906.535865,3079.452029,23,23,0.794657113,0.446576118,0.036705784,0.050055099,0.011306289,0.016387369,0.061955813,0.014019218
120448.23+543901.4,2.840291068,1.144998674,-5.092925451,2.053096935,0.172086386,0.069372708,0.818025905,0.35498023,3.348357943,,,,0.338810523,,1.718943463,,3.760524821,,1.268484684,,731.4284604,3810.957143,20,13,0.210367893,0.197103937,0.041871939,0.047899294,,0.041232203,0.076175512,
162054.47+434307.5,2.847106947,1.097234887,-6.304769116,2.429769151,0.146582921,0.056490992,0.708441142,0.284391601,1.784536012,,,,0.206428719,,1.169700761,,3.645470692,,0.939070951,,1255.957817,3838.28202,24,17,0.206909103,0.176479939,0.020254651,0.039453824,,0.040788051,0.072818029,
121335.00+523634.3,3.666828644,2.340885584,-1.73246294,1.10599592,0.109858276,0.070132989,0.37657675,0.253957923,3.170212911,1.343746154,-3.531947345,1.49707316,0.100958836,0.04279304,0.372776845,0.162832308,3.02536296,0.819674252,0.374676797,0.150838479,2015.159289,4572.86058,23,23,0.291728779,0.270829149,0.01962279,0.054412421,0.008999196,0.015019035,0.042399204,0.009453219
122442.34+542122.0,11.31320022,1.533939582,-9.72615725,1.318754844,0.684470388,0.092806297,0.524052727,0.0764603,6.556028145,1.77906437,-4.455586044,1.20908181,0.411625463,0.111699977,0.402167351,0.115012177,8.012742916,0.738200254,0.463110039,0.069054287,4017.64324,4175.296103,23,23,1.306109773,1.023517852,0.097333288,0.066728637,0.013309182,0.045303144,0.060307981,0.015532828
020106.36-030041.4,1.70820147,1.027766853,-7.198910142,4.331339921,0.207743118,0.124991984,0.322512786,0.19458218,5.211230097,1.449197099,-4.968324002,1.381647057,0.261213411,0.072641144,0.636063097,0.194727539,4.771666428,1.220295329,0.479287942,0.13764178,731.1923514,731.2575484,25,25,0.64413917,0.410672168,0.031013007,0.063963549,0.010742472,0.036432438,0.05257576,0.010212896
120629.59-004831.2,5.294310498,1.036763003,-19.34789276,3.78881809,0.650347088,0.12735479,0.829784966,0.166344718,11.80486504,1.832787363,-7.685762764,1.193268099,0.505000388,0.078404821,0.736200955,0.134303698,11.03320776,1.123972262,0.782992961,0.106897203,3081.673555,5097.078525,24,24,0.783753761,0.68595454,0.189212647,0.058568213,0.018521423,0.150542807,0.061623663,0.014674124
114749.54+530005.8,11.69151541,3.351821074,-3.654543637,1.047715027,0.538130902,0.154275852,0.336595587,0.101355645,3.478363102,1.12440082,-6.766203638,2.187214127,0.437410656,0.141395503,0.395725443,0.129997365,6.397656445,1.071814878,0.366160515,0.082420085,1462.446942,1253.109305,21,21,1.59874616,1.105338724,0.051574335,0.073758682,0.021063716,0.050611077,0.066736578,0.016542244
114845.68+554057.1,4.010418808,1.585056724,-3.26103682,1.288874949,0.296581013,0.117219111,0.465547146,0.195635645,3.394273649,1.833478207,-2.208715554,1.193077593,0.158167655,0.085437115,0.614359237,0.373270747,3.218611208,0.74827635,0.539953192,0.210715659,522.3856156,158.2546247,21,21,0.63705903,0.257451415,0.025908199,0.07181615,0.022930533,0.054505102,0.060363212,0.012974486
160534.46+433654.5,2.676491863,1.212919818,-3.899195807,1.76701896,0.095483165,0.043270606,0.413187214,0.192297195,2.948950556,1.338303849,-3.315610828,1.504702995,0.225205659,0.102203681,1.023019818,0.561410402,3.210062263,0.735217603,0.718103516,0.296715289,730.835687,1623.643032,21,12,0.231089352,0.22013812,0.014330386,0.034055896,0.006190277,0.034917915,0.071535925,0.010399271
122359.47+454606.8,2.586093443,1.15502974,-4.474145156,1.998292339,0.204436197,0.091307562,0.251986922,0.113436484,4.092113653,1.241846358,-5.557442641,1.686534267,0.226876719,0.068850978,0.337827115,0.104557968,4.177448723,0.779176095,0.294907019,0.077136575,530.5700994,2393.514558,23,23,0.811296851,0.671576405,0.049063362,0.060111887,0.014419092,0.037348246,0.048649569,0.008454323
124822.42+584840.6,2.948608183,1.230115991,-4.116043358,1.717152785,0.132955859,0.05546723,0.367729018,0.156889457,2.050741069,1.384413192,-2.142007216,1.446025094,0.114870058,0.077546417,0.330454348,0.228833973,2.814349957,0.727555303,0.349091683,0.138725709,2191.107156,2191.170761,21,21,0.361559333,0.347612487,0.024329217,0.051856002,0.009671198,0.033493202,0.053627297,0.015379094
