W2 modified deviation,W2 epoch measurements
-5.123897868819745,12
-0.06908232441639077,12
2.6859011945117337,1
5.931460439436047,3
-0.6621683292594431,4
4.075084403216126,3
-0.8933739047212856,4
-1.1066260952787144,3
0.7139813362624464,3
0.06908232441639077,2
0.5612812487541415,2
-2.1050004650000833,1
-2.4041451992558303,5
-4.843607493499713,13
0.21792853546588684,7
3.9447699323829903,5
1.4412591254416587,5
0.12684086329321587,5
0.2545021381290375,11
0.5679722812600977,7
-0.8718234384179767,10
-0.004440947356317136,12
-3.298196174650507,8
1.872180970246431,5
0.45677801807190765,5
0.0,5
2.9468557280150645,5
-0.2690709927193585,7
-0.9425336597263259,6
1.0,3
1.4233350520389314,6
-2.7136611148417304,2
-1.847611178682674,6
-0.3982217341895377,4
-3.220266778694036,2
-3.2521812803242156,14
-0.9225407342988111,8
0.998366179007756,2
0.42751901887594385,3
2.172844995727206,1
-2.0828911167939275,2
3.1967791697321037,1
-0.876761636709296,1
1.001633820992244,1
-0.42751901887594385,1
-1.749587321219386,17
-1.8195692583245902,13
0.8102623696909169,5
2.560477570986949,12
3.2621302370224523,11
4.932364798530769,7
3.4697237997204833,8
0.3033672103484285,21
-0.13237114536632533,11
-0.033743351680265044,3
0.024678480337657464,2
-0.16789948123070297,2
-0.02467848033765831,1
-1.189737630309083,1
-2.1363038609533183,20
-1.48806713754145,13
-0.04101437477088318,1
0.32012426996128407,4
-1.1804327361424505,1
0.3435337448714442,1
-1.0,3
-1.412324986365652,1
0.6810035737800308,2
-0.12147434378690974,4
-1.3845861581751404,3
-0.20549667951407155,2
0.0,5
2.5628630085265955,2
0.7687387536166909,4
10.710746351385799,1
1.3887861033387723,5
0.42069356146455616,1
1.7974325899336552,4
2.052147341602523,12
-0.38100822020443625,11
0.9989980302316127,6
-0.2450183347580624,7
0.055084850308601364,8
1.7899662099533222,9
1.0223921836229883,8
1.126222621258644,9
2.892857485126704,7
1.953857869386683,12
1.0116206175166325,8
1.5974376236913117,8
0.2966212244878825,8
-0.055084850308601364,9
0.8359480054840687,4
-1.0426142980390065,10
-1.375171018200961,3
-0.6154059359451318,7
-0.2010500429707039,4
-1.0010019697683874,10
-0.6814115835714306,4
-0.9822775744007328,11
-0.1447997687350229,6
-1.4474319425793056,8
3.164387020226088,2
2.6361890593416137,11
1.3508884892554196,10
0.553540557096155,5
1.14998686489813,10
1.5437110476533369,8
1.3811100078563487,9
0.17502798693533292,7
0.3582898771886694,10
-0.0923801936660092,9
-0.6149708104845553,9
0.0923801936660092,9
0.12983838074368464,9
-0.689661911419314,9
-0.8500131351018702,9
-1.8555353807813997,8
-1.4812614711901018,7
-1.7757438764908064,7
-1.4450063308754035,9
-2.053158429928164,8
-0.7031592393192707,9
-0.22890279437078612,8
-5.457153744538193,15
-4.389898899435951,10
-0.22788601012987386,3
-0.4698366623099467,3
0.9927227139576477,3
0.12322447727574223,3
1.0497272665946495,2
0.8267514543403564,1
-0.12322447727573851,1
3.48759504505007,1
-1.0072772860423524,2
5.103998205521788,1
-1.0,6
-0.6456712147606793,14
3.341998577350117,2
-0.4874351919195962,1
0.7737911731290182,1
-1.20818098787153,1
-0.035433685495237593,2
2.7643174792896685,3
1.9258688888328053,1
4.04436723850356,1
-1.2212324247144262,1
4.837387375491202,3
-0.4521821937069566,1
0.8234228393472198,1
0.0,1
-4.819864589452326,15
-5.198812976286961,10
1.4459400877157373,14
-1.240989730980102,7
0.06111203399067628,7
0.27700035633434683,10
2.2250975064388556,7
-0.9448124624184623,7
0.8659420764535951,13
2.501790289949095,10
2.424004329447217,10
1.7238597441640497,11
0.34345573876855157,11
-0.06111203399067628,11
-0.4912613833890272,9
0.5739842992291221,14
-1.6340453457217028,8
-0.4366978456641385,8
-0.42310785995893035,7
-1.0817864431113131,10
-1.0551875375815376,6
0.6480475419416761,7
0.3257617592690049,8
-2.471202270445752,4
2.134566651417101,1
3.3979198663004024,13
3.884588320135172,8
2.3783396639993106,7
2.3348183846694335,8
1.2854537882567039,3
0.9753893139818591,7
0.0,4
-0.29729757440881527,8
-0.5137420136434919,9
-0.05256461782594632,11
1.0,4
0.7974759553517062,11
-0.21854320957346143,10
-1.1422398266135134,10
0.5624346814552605,7
-0.7015587173558395,10
-1.2736208851774005,8
-2.4494980208435297,9
-2.1697973002112545,5
-1.5194829137391728,9
-0.9792874639493864,9
-0.3327954247514422,12
0.9756496263946883,6
1.1932446888622406,7
4.3948330384539975,2
4.722166809511052,12
4.602854846658046,11
4.1688357307757835,12
4.40204066626352,9
2.2644432552096707,3
3.0075048593528284,9
1.776393205800422,12
0.4529217272453403,7
-0.4993518516642024,13
-0.19716964400893325,8
-0.5339365857473749,10
0.28796724881924934,12
0.0,10
-0.8811597441422683,9
0.28832531283005064,8
0.04088757915423176,10
-0.8979707266336425,9
-0.9166020764301587,8
-1.7750526623765905,12
-2.06739143473086,6
-1.4120683237730454,11
-2.1655957345462005,8
-0.9007604693681964,10
-1.0,6
-2.825017387574423,11
-2.6144289406642205,13
-2.422855693429216,11
-1.5587868804320957,1
-1.4709968106383904,4
-0.3666101447995775,6
-2.3957412218564285,1
0.9453227341534647,6
-0.8950716503184507,9
0.06919049278163579,6
-0.21079406218907779,5
1.151113472032795,5
-0.06919049278163579,6
3.083072248912231,3
0.24954252786858683,8
0.5367498531901679,9
2.100888730830954,7
2.0340669517087275,5
1.453320987722162,4
-0.17696724318722953,6
0.8106013174834175,6
1.0546772658465353,2
-0.8148732250598177,4
0.10814325310487403,5
5.249792469289324,11
4.015821114200653,14
5.027774941106113,8
2.881164958848235,11
2.177784413183221,11
0.4695306837315523,8
0.19994975383710303,6
-1.3411113476244596,11
0.7925108154207162,6
0.7224959191221367,10
-0.10445403418422386,6
-0.5526946333759453,13
0.6620525767062133,12
1.1854926865435502,10
0.5347585411504542,10
-0.0586037762789684,10
-0.7950628035370042,8
-0.7928089878611524,7
-1.1026288074277841,3
-1.0,6
-1.1236934040553959,9
-1.0345689364492374,7
-1.9778408002421746,9
-1.194590946558335,9
0.0,3
4.6647898424632865,10
4.289242977671727,14
3.3524964991178563,9
0.29420496940761554,7
-0.07373770626587035,9
-0.8339903107148179,9
0.1755595935301784,6
1.4271456353458736,8
0.021846178729421135,7
-0.7008597362550224,5
1.4676132882214163,8
0.9961400673854783,7
1.001824741492748,8
2.143003366487049,8
-0.4748557388269843,5
-0.3274489704080998,7
-0.864052105746703,10
0.0,8
-1.0,7
-3.813486503381948,7
-4.196442329647327,7
0.18637110844033689,7
-2.551967504765726,6
-2.7530366597169555,7
-2.1376276891583372,5
1.666927760238401,10
0.9406711415413279,5
0.0,8
0.39540676857459506,3
1.1307874907505615,7
0.3689989199348096,9
0.26064175973214887,8
0.03454354364615431,5
0.5115507534506051,5
0.7476900412451344,8
0.7572358205346365,8
1.2012611297515063,8
1.0,10
-0.03229048021853721,10
-0.5479122715309349,7
-0.9759429699019507,5
-1.1850247802623062,8
-1.2509724376062157,5
-1.4567492924256726,8
-1.3576996023102055,6
-1.2160102488267985,10
-1.3182764978085808,8
-1.4958875868999075,7
-1.2567615410079578,5
-1.4228419142257356,5
8.337609642786724,10
6.929683827666234,6
5.232084752416865,10
1.8074343551888359,1
0.830087664391472,11
1.0,8
1.8409000698293903,8
1.2165751096459398,5
0.76149047816216,9
-0.007841917546663331,7
0.0,9
-0.15154070958642404,12
-0.3907094198550959,9
0.14644049327351233,10
-0.46519262127169453,7
0.4277922366455833,8
-0.6662751536199528,8
-1.0114986049685202,8
-1.8563110036013541,10
-2.2720532033631757,9
-2.2200916584509565,9
-1.0952931931251384,6
-1.3025911220580841,6
0.27086230608125567,5
-0.44291823179697115,7
0.6872795973093482,28
0.8141157162480597,20
0.006801030572452319,14
1.5246758296092926,14
0.4638585678013304,14
-0.1420592570327211,12
0.7881531269491463,16
-1.553002403646728,10
-0.45083297986569004,19
-1.9579910260675444,10
-2.2092737984714623,10
-2.00044327244811,5
0.48005925862167037,5
-2.9095888620254167,7
-0.6758740572337072,2
-0.006801030572455336,8
3.289273424842745,2
3.0181636005628216,4
0.612412308206893,5
-1.5707253734915043,6
1.1858842837519403,9
-0.1434002371137701,18
-2.0201584780132733,4
1.894685102069015,8
-1.7484292356176814,44
-2.1535252934991203,20
0.10975047594819813,2
-0.5590713592252433,1
0.0,1
-0.23320243172195446,2
-0.5056898278966719,5
-1.0655953643042535,1
-0.5123864431623473,1
1.5815990123235335,3
-0.6186533499845441,1
3.3713247178680548,3
3.8752422260931634,1
1.668185439099389,1
1.6256897837337707,4
0.2621834679464713,1
1.7731556638283228,1
0.9569638237159784,1
0.38904029120714145,3
-1.0034953925184598,1
-1.0,2
0.0,10
-0.8209533282316107,14
-1.739961768523605,11
-2.2464762643297163,10
-2.7182723068054986,8
-2.5299492456289627,10
-2.0834382659322537,5
-1.7558383974275718,13
-0.9461408080378841,16
-0.12700212797317428,12
0.17757487803996153,11
1.313163349922917,10
1.0324841709788177,10
1.1211848047396946,12
0.6112194585735602,5
1.0,10
0.7637343160154934,8
1.167590357731123,13
0.8487593376571674,9
1.4664161049621443,16
0.8742486588204746,7
0.14037545040131105,10
-0.33428029253774283,7
-0.14676947403241114,11
-1.3142723420641529,4
-1.0536422464201673,10
-0.7472205506346851,12
-0.5363854601845407,13
1.5791945660171576,11
1.5456510656216735,10
1.4621309914975467,10
1.1387929315567602,11
0.5768457126730162,9
0.951150464672405,12
0.8072116755677491,12
1.2754160781003594,13
1.2576242131538562,9
1.2885454375359844,12
0.9673749422580427,5
0.41465523790412934,12
-0.0013072061149043044,8
-0.43130162824451584,8
-0.6098833986246737,8
-0.9328057462101638,7
-1.077513512208795,8
-1.2665037595083068,7
-1.0,4
-1.330660206705357,2
-1.227971930342428,3
0.0,2
1.5707854096697262,14
2.3945241947198657,22
1.4911991390857149,12
-1.4876954849203505,14
-0.13936777660273028,10
0.0765042655916568,11
0.3495226646442641,17
0.0,14
-1.8263615883053326,7
-0.4657471102741016,13
-1.2330338935560752,15
-1.0,14
-2.5601180362212625,13
-1.7580839641140675,12
0.44537494513104464,11
0.9481781032727243,25
-0.12581042564557796,9
2.0608101250495303,11
1.6362022556412015,10
0.38776314678339957,15
1.506952428420134,11
1.4540383149647838,11
-0.6915737291877967,17
-0.30621064324940656,13
-0.23444737194208612,9
0.5663744951210318,14
0.3774149916266895,41
0.05765921884398488,21
1.1857714388703025,33
0.5328695426201796,18
0.5417163667833946,16
-0.44167701098731654,21
1.2076675626989202,21
0.4964864807958187,20
0.0,28
0.7122404485314249,21
1.643071470079478,19
2.025597254274601,20
0.6508297847800316,17
-1.6134033186127457,11
-1.3920922158274227,15
-0.8365590398455897,16
-1.9238500948772805,9
-1.9238500948772805,7
-1.7180909739717078,12
-2.7139904724129895,2
-1.8528623596437521,6
-1.0,7
-1.5135293469381743,7
-0.6466621195484336,3
0.3968174904765742,16
-1.1303786183539184,16
0.20578107485295813,10
0.5767326167380515,23
0.9144968104087677,13
0.7972711677179405,9
-0.039532036094919475,14
2.0482482853460247,11
1.1744310689760475,16
1.5811398394096998,10
0.2719180985364998,8
0.03953203609492145,10
0.08840466220263128,11
-1.0152640005785447,11
-0.5487595885469265,11
-0.9847359994214553,6
-2.772470560448908,11
-3.9298725834774793,7
-3.701096242316743,6
-3.888388941729852,8
-3.662254725532439,7
-3.199485642029681,5
-4.320295354491686,12
0.7199715534439957,2
-1.0380604562296742,14
-1.4838112308279678,20
-1.8096550753437788,30
-1.2829123598447771,2
-0.9619395437703259,3
1.344902422455447,3
-0.294423696677439,4
0.4178169255187265,8
-0.028172272904516762,2
1.8631697159328382,1
-0.03814941697715589,2
1.2293581542727139,1
-1.0595239726109298,2
0.8729231071774826,2
-0.6387755030167837,3
1.201310700611844,2
0.5969341054421151,4
-0.8264161851745405,5
1.5961673391010915,1
0.11555735496314815,2
0.028172272904516762,1
1.793742025098548,2
5.871215464438856,18
6.0275664568691365,36
5.6430900462197355,19
2.5709287806800325,31
2.22286439815232,16
1.7073823626371278,19
2.3175309748014645,12
0.3439549071498005,13
0.0004494172132776204,10
-0.42765197599308336,38
-0.9532173981485873,22
0.0,17
0.7953267416984937,20
0.21382020093440252,20
-0.387134820415236,11
-0.5751667134301234,17
-0.8547734559558451,17
-1.4867355783598486,19
-1.0,5
-2.343488140964814,18
-2.275570885539626,11
-1.8636638102396106,15
-1.9856559463663528,13
-0.9319389137690265,17
0.1671211202835565,8
-1.7383386507500658,13
-1.2989942860768329,21
-2.236674564623087,16
0.1332987359789854,3
-0.1931952124562654,2
1.2462434747881959,2
-1.220830959722654,1
-0.5882223205593506,2
2.0971999505971333,1
0.347830723813905,2
0.5920523824913672,5
3.517516867738963,3
-0.1332987359789854,3
-0.18955204830010403,3
0.7791690402773458,3
4.7686269109881545,1
-2.0519975695316743,11
-1.022525321780951,11
-1.0022556198010075,12
-1.0826394371926824,12
-0.20709712986212758,11
0.004551972915320928,12
-0.022654931274829433,11
0.44409028578545384,13
-0.00455197291532231,10
0.10137435805033959,11
-0.9977443801989925,6
-1.2160713662156208,13
-0.9305400186643618,10
-0.6027508704715546,9
0.7064599273055939,9
0.42227354115291277,12
1.3431779444128151,10
1.1571172422978482,13
1.5484121021651818,15
2.1463080323292747,13
2.272787048875372,7
1.233885048565806,4
4.702346959774899,9
2.7539460878115567,11
1.2657546265128696,6
0.12215108894760578,7
2.0994806471028142,3
0.34782770454528017,11
-0.5196284123112335,8
-0.7039058354954589,13
0.08356712496007736,10
-1.1905640888702391,9
-1.1593089769156004,6
-1.5863885997208031,6
0.060817757232381975,2
-0.01816020026500718,5
0.01816020026500718,3
-0.5194912933360074,6
-1.155436835401104,4
-2.523423890773479,1
-1.9761751189247274,4
0.6406509353353065,1
-0.844563164598896,4
1.2179823337820153,2
-0.6654095923450714,27
0.8632868426619662,20
3.0418941656585865,7
1.648216287753797,12
1.0129881988322273,13
0.748592550902452,8
0.41813693604846214,8
-0.324987214670627,13
1.3833702696868968,17
1.5047357061200042,14
-0.3068673006667309,24
-0.5694752027253412,14
-0.1997729827325144,13
-0.324987214670627,7
-1.0061871428691045,12
-1.8064896288802146,10
-2.5593094740336384,17
-2.776534468583618,12
-0.9938128571308955,7
1.0535346803073962,9
1.1760839894690776,11
0.5378673940863967,5
0.1997729827325144,10
-1.0718792845370622,6
9.728191528996724,21
10.532687046809878,26
6.041169956682579,18
4.473212380899913,26
3.414728088769592,19
-0.3378620085225057,21
-2.0421802451587703,31
-0.1235378992697659,20
-0.3257616175840613,19
-0.2285909400966344,19
-0.9109388918063926,18
-0.10467461034889027,22
0.11775301837505014,18
-1.0890611081936075,14
0.3824285191486247,19
-1.5148734526137637,11
-1.6122332199140186,16
0.10467461034888845,17
-1.7653038450548932,16
-0.3740733608476539,13
0.7441648295477419,19
0.3951807225495069,19
1.5652910321342082,31
3.015328034015915,9
2.6693969717208423,21
2.0128726275914244,25
1.8771773530742735,14
1.2312551435616605,19
1.3388574239062185,27
0.7000691188476528,17
0.24802701068019428,37
0.45454611122124805,29
0.1755931825475671,24
1.0711001877528885,18
0.7567247311323652,25
0.3791593140040437,24
0.0,24
-0.30099935526447924,18
-0.3183695661074595,32
-0.9771599510078259,20
-1.719017660218309,12
-1.2449355145992451,15
-1.6856778489640662,13
-1.758024864211308,15
-1.5389568790085777,13
-0.9393733444576862,18
-1.2565733136364956,22
-1.0,16
-0.6702378708338346,8
0.12082581827573681,26
-0.6002685969685162,42
-1.2148742488416036,30
-0.4239253164068727,14
-0.8354725769519414,14
-1.4081914729085003,18
-0.018306458957637453,22
-0.5800120325726408,15
-1.804137404704672,19
0.317360678593785,20
-0.7609929173516143,25
-2.389606106924993,7
0.05612346313114831,17
-0.6204875530856544,9
0.0,12
-0.7210361187821576,14
1.5371632504045911,13
1.0,10
2.7504821994949373,17
3.705344873080132,11
7.444664210571344,30
10.01421468903244,29
8.871680193033214,29
10.024797752292397,14
11.532154341594003,20
-1.9152742490501296,27
-2.203444466185211,42
-2.479283216449996,28
-0.47722280635482406,19
0.13184647258667673,17
-0.8954422541586355,11
-0.35582182004237567,16
0.27050187615988397,5
-0.5667601206445869,12
-0.49227074162357104,13
0.10760063310806803,11
0.7256116024819395,7
-0.5894132694927464,6
-0.3021536052869683,5
1.573895443746807,3
-1.9276758256216409,1
3.132600293726946,1
2.016549115310443,3
2.016549115310443,13
1.3964606967624038,7
1.1045577458413645,15
3.3075836376398855,3
-0.10760063310806636,7
1.7123822986509365,4
-2.0830438537746123,19
-3.174787434955227,22
-0.7800837458160657,3
0.8864774023596009,2
0.03244691122675549,1
-0.8313064469633523,1
1.4055026748263317,2
-1.0,1
0.0,2
3.979940406874322,1
3.421788759703508,1
-0.3331118640139493,3
1.4233698469861036,1
6.818883623943365,25
5.906769702176767,28
0.021166752867786985,18
-0.6576691581195063,25
0.20583265109225857,24
1.221453437983252,22
0.7697278884747902,20
-0.7270305970061347,24
1.409280122779559,25
1.2221898872272454,26
-0.5994577519003911,28
-1.8395916919357413,39
-1.4264699471176585,24
-0.9092612384786396,14
-0.7616394571125968,23
-0.7268816724731268,18
-1.5845265212936617,25
-3.332854775696982,16
-1.0907387615213604,22
-0.021166752867786985,18
0.833760464442598,26
1.3957779506764616,21
1.1219992242341918,22
0.5319272867553836,13
6.9130129896592365,20
6.560995862734249,19
2.878604102615967,19
2.460293510150594,17
2.048562873178227,15
1.7249555444240632,17
1.5125101023988616,19
0.8578017607706105,29
0.505533713689538,19
0.15665115308014085,18
-0.3513468652271924,16
-0.4399443987978724,16
-0.5058926945486099,16
-0.44215868348268356,18
0.0,17
0.28506256631721955,12
-0.06143381511953384,16
-0.4730409917690604,15
-1.0713093579772497,16
-1.1578759473582008,16
-1.465112689899132,18
-1.2627507573317112,16
-1.0,14
-1.670656465008594,54
-2.009087088283558,46
-0.2357104478045374,2
3.1860040106200023,2
-0.9607653442169197,4
2.2449587399425126,2
-0.5676821574836154,4
-0.5421466730574448,5
1.4744346005638014,3
-0.7265304611990131,9
0.2711844376876068,2
-0.41207943616797904,7
2.6164263122043563,2
1.408268862050225,3
2.8765982822812903,3
0.06248285896313022,5
1.0392346557830803,4
-0.933332933019185,6
-0.06248285896313172,3
-0.2663911970055218,4
0.4353611073975722,5
1.1324503085009534,5
-1.343018504262038,1
22.031570022866678,1
0.09181443382551396,15
-1.8724907721987645,12
-0.5382099117869449,7
1.1608307775891968,4
-1.4152904846023924,7
1.3508998241289165,3
-2.020113198511081,1
-1.3669445489382843,9
-0.09181443382551396,2
3.4652230805529447,2
0.20553159140482619,3
0.2532867036066032,3
0.254731773750352,6
-0.5735259463963115,7
-0.39018331966148767,6
-1.1355447887988817,4
-0.11342323445595502,9
-1.5587507509103646,7
0.8588234680807578,12
0.8644552112011183,8
1.2875770316989394,5
7.715005170079676,2
-1.0,11
-2.2919020293221775,1
-0.31219598175629876,1
1.222618891358544,7
0.9698971308687873,1
-1.1924454263573936,1
-0.5826126362223348,1
1.636523223923487,1
6.37395567922441,2
-0.18921420388633076,3
-0.6194866373975625,3
-0.1267770856584115,5
1.709182317229159,2
-0.040618144669330246,1
0.14722543117057785,1
7.105581747912678,1
0.0,1
3.637350394024971,2
1.0373489028509082,7
-0.8750978361913608,30
-1.0,24
-0.7044838918273245,15
-0.8487690907674257,14
-1.2652392188650439,16
-1.101929260067111,12
-1.3029898029329041,17
-0.6375015075085437,14
-1.0341681841597075,13
-1.1105740270735667,13
0.5646445393742099,21
1.065742211264553,17
0.9720018506111593,17
0.4948779867270923,11
0.0,9
0.254272442000692,10
0.6650740384953532,13
1.1563105085176324,10
-0.047279346473999125,13
2.2765307065078284,13
3.758033098049351,13
3.4003820717985427,15
1.9622471317936756,14
0.021726104353619668,14
0.053616158914979735,12
-1.7456270527285755,10
-0.021726104353619668,12
1.7869989662428882,19
0.7295537930858635,16
-1.0960802672649979,13
1.7869989662428882,13
1.547229570956,11
1.0198504153535488,15
0.15416104773848593,14
0.23861878010110785,11
1.7361757421851578,9
-2.6849081995872335,10
-0.3689726809478347,6
-0.2542887482933463,10
-0.3461121931218193,9
-2.407052046820316,8
0.9801495846464512,10
-1.7192716059157247,14
-1.3450672046250243,9
-0.6725459297031389,4
-3.4095625251953696,6
-3.222680718746026,7
-1.3819407098997112,9
-1.2633114538859869,10
-0.20780908038939208,10
-1.347604857326796,10
-2.025730181902239,7
-1.5706955066221158,10
-0.2187316733925211,10
0.29050207031146674,7
0.34717106134035053,11
1.265828429470953,7
1.5045847718826926,8
1.0,7
1.266182343278483,6
0.9643009654392495,8
0.9346146788760034,6
0.0,5
0.9403314639625202,7
0.6288713235939936,8
-0.5649348082734184,10
0.36443968557048884,6
-1.2838164280049507,5
